"user_id","name","screen_name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x873980687883415552","Searchingforhumor","Searching4humor","Brooklyn, Ny","I just started blogging about my dating ""adventures"" in nyc. Dating in this city is hard. Got to find some humor in it to save my sanity. 
I ❤️ chick lit & 🐶😺🙉","https://t.co/cvALw9EOl1",FALSE,256,583,4,1544,2291,2017-06-11 19:10:08,FALSE,"https://t.co/cvALw9EOl1","http://Searchingforhumor.blog/blog/","en","https://pbs.twimg.com/profile_banners/873980687883415552/1502030686",,"http://pbs.twimg.com/profile_images/873983913856688128/HWClbSVL_normal.jpg"
"x299135903","Aliya Bhatia","AliyaBhatia","New York, NY","Torontonian from Bombay in New York. Master of Public Administration candidate at @ColumbiaSIPA. Tech, immigration, politics, and cities.","https://t.co/S5n7LkYglw",FALSE,1777,1196,64,6198,8965,2011-05-15 15:29:27,FALSE,"https://t.co/S5n7LkYglw","http://www.aliyabhatia.com","en","https://pbs.twimg.com/profile_banners/299135903/1495137631","http://pbs.twimg.com/profile_background_images/639492164502863873/HofonAna.png","http://pbs.twimg.com/profile_images/936363890266529792/wKkwIje__normal.jpg"
"x1684471531","Doug Pruim","Doug_Pruim","Lafayette, IN","Interpersonal doctoral candidate at Purdue: award-winning teacher, textbook author, humor theory nerd, improv performer, playwright, and roller derby announcer.","http://t.co/LyeEoeAUH8",FALSE,903,2213,33,3141,5022,2013-08-19 23:46:40,FALSE,"http://t.co/LyeEoeAUH8","http://www.linkedin.com/pub/doug-pruim/19/12a/693/","en","https://pbs.twimg.com/profile_banners/1684471531/1507127227","http://pbs.twimg.com/profile_background_images/458984501427720192/dCByJFsm.jpeg","http://pbs.twimg.com/profile_images/882114415054553088/rGtxF7Gp_normal.jpg"
"x712121409347174400","The Tickle Fox","TheTickleFox","USA","Film, TV & music geekery; character actor interests (Marc Warren is my current fave); vegan recipes; gardening, wildlife pics. Web Comic: Chalk & Cheese.","https://t.co/Zx3hXMKAum",FALSE,625,568,34,16730,21318,2016-03-22 03:39:09,FALSE,"https://t.co/Zx3hXMKAum","http://theticklefox.tumblr.com/","en","https://pbs.twimg.com/profile_banners/712121409347174400/1498184540","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/805627005542637568/Fs0O47i2_normal.jpg"
"x30990098","Dr. Erika Schwartz","DrErika","New York City","Leading expert in natural hormone therapies, anti-aging and disease prevention. Patient advocate. Author of 5 best selling books and public speaker.","https://t.co/2SWbB72xFd",FALSE,4643,729,194,1337,166,2009-04-13 23:22:20,FALSE,"https://t.co/2SWbB72xFd","http://www.drerika.com/","en",,"http://abs.twimg.com/images/themes/theme7/bg.gif","http://pbs.twimg.com/profile_images/665352949854523392/pg-XzvKX_normal.jpg"
"x765138383622463488","Whittier Online","whittieronline","Frederick, MD","Whittier Community, Frederick, MD","https://t.co/kJ2cSPS564",FALSE,52,24,1,754,0,2016-08-15 10:49:41,FALSE,"https://t.co/kJ2cSPS564","http://whittieronline.org","en","https://pbs.twimg.com/profile_banners/765138383622463488/1471370731",,"http://pbs.twimg.com/profile_images/765610202448007168/RLbhH9B8_normal.jpg"
"x48774222","Reo MC","ReoMC","California, USA","Illustrator/Writer/Voice Actor.

Come for the #RESIST, stay for the nerdy artwork & self-depricating humor. :3","https://t.co/WNg3cIX0cI",FALSE,138,264,6,4883,12715,2009-06-19 17:49:32,FALSE,"https://t.co/WNg3cIX0cI","http://www.facebook.com/ReoEmsi","en","https://pbs.twimg.com/profile_banners/48774222/1518394764","http://abs.twimg.com/images/themes/theme9/bg.gif","http://pbs.twimg.com/profile_images/962841248670208002/F_fw8q2-_normal.jpg"
"x38200772","Deanna Sader","DeannaSader","Chicago","Down Syndrome awareness, Autism Awareness, Lyme Awareness. Anti-Trump #TheBlueWave 🌊#TheResistance #Impeach45NOW",,FALSE,2393,2849,3,11029,26030,2009-05-06 15:28:00,FALSE,,,"en","https://pbs.twimg.com/profile_banners/38200772/1520030737","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/970415798316601346/MHlEw8Xg_normal.jpg"
"x3120973128","Terry Reasner","treasner9901","","",,FALSE,19,86,0,427,1,2015-03-31 17:26:36,FALSE,,,"en","https://pbs.twimg.com/profile_banners/3120973128/1479857166","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/801205057853280256/8EKbH0tp_normal.jpg"
"x1315266596","Marina mackenzie","MackenzieMarina","","",,FALSE,297,856,35,17624,23998,2013-03-29 21:24:25,FALSE,,,"en",,"http://abs.twimg.com/images/themes/theme1/bg.png","http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"x1183009447","👑 King Zode 👑","Dr_Zode","Nigeria","Am a Pharmacist 💊, a proud African, love family and close friends. 
Did I forget to mention am also an Event planner..... ✌#YNWA....",,FALSE,530,591,1,3726,3594,2013-02-15 15:44:38,FALSE,,,"en","https://pbs.twimg.com/profile_banners/1183009447/1505400283","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/969445870499516416/tSu5ACDy_normal.jpg"
"x22230837","SaMpLe€AtL🐘🦏🦁🐯","SampleATL","ATL, GA","Slower traffic keep right! Find something you love & do it! Give to your favorite charity, your time, knowledge or money. Be kind to animals. Chronic Retweeter.",,FALSE,1892,3690,539,235310,1535,2009-02-28 05:08:35,FALSE,,,"en","https://pbs.twimg.com/profile_banners/22230837/1398198147","http://pbs.twimg.com/profile_background_images/12501936/Flamingo_face.jpg","http://pbs.twimg.com/profile_images/678222544525135873/Ic1M-3wz_normal.jpg"
"x806286042135482368","Vanessa Kulik","VanessaKulik1","","",,FALSE,128,867,3,20804,5,2016-12-06 23:55:47,FALSE,,,"en",,,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"x17393790","Everyday Health","EverydayHealth","United States","Everyday Health is here to help you take better care of yourself & your family through powerful weight-loss tools, expert advice & health news and information.","http://t.co/xuVHGqnRg9",FALSE,536334,4654,5321,114189,8425,2008-11-14 19:35:49,TRUE,"http://t.co/xuVHGqnRg9","http://www.everydayhealth.com/","en","https://pbs.twimg.com/profile_banners/17393790/1520607381","http://pbs.twimg.com/profile_background_images/460871408059297793/3Cd_mtr7.jpeg","http://pbs.twimg.com/profile_images/971859455066374144/ukJp1vOk_normal.jpg"
"x22169214","Karie Reilly","scarie","Ireland","Jane Eyre, Twilight, Muse and Mozart fan!",,FALSE,2262,2137,85,100674,5131,2009-02-27 18:13:36,FALSE,,,"en","https://pbs.twimg.com/profile_banners/22169214/1362345119","http://pbs.twimg.com/profile_background_images/368540627/twilk_background_4ecc00c7d3942.jpg","http://pbs.twimg.com/profile_images/948232219327418368/dli--_Lv_normal.jpg"
"x44923226","Frederick Memorial","FredrkMemorial","Frederick, Maryland","Health news and insights from Frederick Memorial Hospital, a privately-owned, non-profit hospital.","https://t.co/KeV0EnCjZ4",FALSE,3162,1105,137,9752,58,2009-06-05 15:58:20,FALSE,"https://t.co/KeV0EnCjZ4","http://FMH.org","en","https://pbs.twimg.com/profile_banners/44923226/1516891596","http://abs.twimg.com/images/themes/theme15/bg.png","http://pbs.twimg.com/profile_images/459324051270279168/GNLrMx-y_normal.png"
"x309237312","Dallas Wilson","SuckMyDexterity","Coatesville, PA","23. Nonbianary. Bi/Pan. Taken. Graphic Designer and Dog Groomer. Philly area. Music/art lover and giant nerd. 👽❤💀","https://t.co/kkcwbvfIIC",FALSE,75,310,2,2823,103,2011-06-01 19:21:44,FALSE,"https://t.co/kkcwbvfIIC","http://www.instagram.com/alienpunk_designs","en","https://pbs.twimg.com/profile_banners/309237312/1519964264","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/969426502780641280/FNbno7wg_normal.jpg"
"x2561952475","SignatureCare","SignatureCareTX","Houston, TX","Your Care is Our Signature. Now serving the Houston, Mission Bend, Montrose and Greater Heights, Austin, College Station and Stafford areas 24/7.","http://t.co/NhnZZRkZGd",FALSE,184,307,13,2295,118,2014-06-11 19:18:31,FALSE,"http://t.co/NhnZZRkZGd","http://ercare24.com","en","https://pbs.twimg.com/profile_banners/2561952475/1424724915","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/543530674347466752/Ns1PAISw_normal.png"
"x2253783906","CleanDrop","CleanDropMobile","USA","CleanDrop  a mobile app for #foodies who demand Cleanliness !  Keep your Restaurant Clean or get Closed! Tweet us your Review = Results ! We Promote #foodsafety",,FALSE,33904,36188,3148,352897,301642,2013-12-19 16:52:07,FALSE,,,"en","https://pbs.twimg.com/profile_banners/2253783906/1397737265","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/416222817454014465/d4WKCQ-V_normal.jpeg"
"x151098703","Cintas Clean","CintasClean","USA ","A leading provider of information and services to keep your business clean and compliant and help boost profits and productivity.","http://t.co/7q1T7KBz0U",FALSE,1538,982,40,5967,1082,2010-06-02 16:04:18,FALSE,"http://t.co/7q1T7KBz0U","http://www.cintas.com/FacilityServices","en",,"http://pbs.twimg.com/profile_background_images/114959768/twitter_bg_FS.png","http://pbs.twimg.com/profile_images/2849488731/fb754e361352b7fa2fc5b15753031a82_normal.jpeg"
"x887302186606014465","M James Conway ✍️","conwaymjames","Sammamish, WA","#amwriting #PNWA, #IndieAuthor  Finalist in 2017 #PNWALiteraryContest / Tweets NOT my own. #Coercion  My Book: https://t.co/PpE0kwLyyH✍️","https://t.co/8bYTFLcyav",FALSE,633,489,4,2578,11700,2017-07-18 13:25:01,FALSE,"https://t.co/8bYTFLcyav","http://mjamesconway.wordpress.com","en","https://pbs.twimg.com/profile_banners/887302186606014465/1512580987","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/961669183825063936/6NgA-9tv_normal.jpg"
"x21344818","Kayla👽","Nickelbabe_","Kansas City, MO","Bookworm obsessed with Dr. Pepper, pizza, #StrangerThings & Netflix. Fan of @Nickelback, HIM, @Def_Leppard, @Dommin, @thebandGHOST, @Shinedown #Shadowhunters","https://t.co/bzTv4URygK",FALSE,1770,2672,38,62088,3248,2009-02-19 22:06:25,FALSE,"https://t.co/bzTv4URygK","http://dommin.com","en","https://pbs.twimg.com/profile_banners/21344818/1515638949","http://pbs.twimg.com/profile_background_images/684816089/756b6839e701e4ca5759bae3e288fd1c.jpeg","http://pbs.twimg.com/profile_images/967632995988406272/Jhv4yIQK_normal.jpg"
"x699315207651336194","CPF","CPFgrants","Chicago, IL","Community Pharmacy Foundation","https://t.co/Mc1JMdb8HE",FALSE,510,469,16,4278,2461,2016-02-15 19:31:53,FALSE,"https://t.co/Mc1JMdb8HE","http://www.communitypharmacyfoundation.org","en","https://pbs.twimg.com/profile_banners/699315207651336194/1502908120","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/717747035173203968/mC6uqpyN_normal.jpg"
"x35726646","J. E. Williams, OMD","drjewilliams","Sarasota, FL","Dr. Williams is an integrative medicine clinician and author of several health books, programs, and adventure memoirs about Peruvian shamanism.","http://t.co/xuhiyHnaF8",FALSE,773,375,28,3345,4,2009-04-27 12:14:00,FALSE,"http://t.co/xuhiyHnaF8","http://drjewilliams.com/","en","https://pbs.twimg.com/profile_banners/35726646/1503344351","http://pbs.twimg.com/profile_background_images/378800000159168617/YWwm6EmH.jpeg","http://pbs.twimg.com/profile_images/864192626383368194/2qH44Ps0_normal.jpg"
"x948804125025865728","simplykatricia","simplykatricia","Staten Island, NY","NYC Lifestyle Content Creator | Natural ""4C"" Texture Hair | Parenting experiences | Product Reviewer",,FALSE,27,106,0,586,698,2018-01-04 06:31:46,FALSE,,,"en","https://pbs.twimg.com/profile_banners/948804125025865728/1518753523",,"http://pbs.twimg.com/profile_images/948805424807018496/-p_MnmbI_normal.jpg"
"x2806726739","Psycho Ooooo","NeofletperMaifl","Washington, DC","Bacon advocate. Devoted alcohol junkie. Coffee ninja. Lifelong troublemaker. Amateur communicator. Internetaholic.",,FALSE,149,0,1,34464,0,2014-10-05 04:34:52,FALSE,,,"en","https://pbs.twimg.com/profile_banners/2806726739/1485588282","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/825243147118714880/0KqxZ993_normal.jpg"
"x2382289663","Life Technology™","LifeTechnology1","United States","Life Technology™. Transformational Technology For Mind Body & Soul. #Diet #Fitness #Holistic #Health #Manifesting #Meditation #Pilates #Reiki #Wellness #Yoga","https://t.co/ImN9MIraEs",FALSE,11377,3499,489,599892,84,2014-03-10 15:13:27,FALSE,"https://t.co/ImN9MIraEs","https://www.lifetechnology.com","en","https://pbs.twimg.com/profile_banners/2382289663/1496761504","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/443043973855051776/m6oO8kY8_normal.png"
"x14682031","chassuz","chassuz","South Carolina","running * solo lawyering * pekingese mommying * yoga practicing * pescetarian eating *",,FALSE,1088,989,61,58655,3438,2008-05-07 02:02:39,FALSE,,,"en","https://pbs.twimg.com/profile_banners/14682031/1431480239","http://abs.twimg.com/images/themes/theme18/bg.gif","http://pbs.twimg.com/profile_images/512225330598129664/64RLAOc4_normal.jpeg"
"x829185000868311041","The Difference","Only1Difference","Philadelphia, PA","Musician/Band I Producer I Songwriter","https://t.co/ItmoleddeJ",FALSE,2215,4568,6,212,177,2017-02-08 04:28:04,FALSE,"https://t.co/ItmoleddeJ","https://soundcloud.com/user-332005264/the-difference","en","https://pbs.twimg.com/profile_banners/829185000868311041/1491680144",,"http://pbs.twimg.com/profile_images/848718043958169600/qlQTTzde_normal.jpg"
"x18242547","Hellvetika","HellvetikaQueen","Brooklyn, NY","Occasional 80's Metal Drag Queen, Queer Heavy Metal Ambassador🤘 Cynical/Critical/Disgruntled Misanthrope. Only popular because bearded white boy.","https://t.co/SrSyheikcE",FALSE,2494,278,50,15466,10035,2008-12-19 14:33:11,FALSE,"https://t.co/SrSyheikcE","http://hellvetika.com","en","https://pbs.twimg.com/profile_banners/18242547/1519247859","http://pbs.twimg.com/profile_background_images/676185443/4a11598addf854f6d10de731cf42dc77.jpeg","http://pbs.twimg.com/profile_images/929955434521354240/aGzRhrZU_normal.jpg"
"x933687414","Nutmeg Jones","CairnRodrigues","The middle of California","*compelling biographical information*",,FALSE,2836,1988,124,81040,26815,2012-11-08 05:08:28,FALSE,,,"en","https://pbs.twimg.com/profile_banners/933687414/1486483911","http://abs.twimg.com/images/themes/theme10/bg.gif","http://pbs.twimg.com/profile_images/660836515388350464/N7YD4-gq_normal.jpg"
"x323065840","Amanda☼☾","xoAmandaRosexo","nyc","Sushi enthusiast who is late to everything and refuses to share her dessert","https://t.co/9W86rZ1sis",FALSE,660,1302,1,31883,37514,2011-06-24 05:55:37,FALSE,"https://t.co/9W86rZ1sis","https://www.instagram.com/xoAmandaRosexo/","en","https://pbs.twimg.com/profile_banners/323065840/1483443308","http://pbs.twimg.com/profile_background_images/344918034408170314/f06aaacf0258ceb929e4ddba54bc32a5.jpeg","http://pbs.twimg.com/profile_images/960688110165221377/UC7AVAOA_normal.jpg"
"x44338830","Avery Brown ♉️","LAveryBrown","Austin, TX","I'm Silly, Sassy, Serious, & Southern. Crazy, right? And I write...EROTICA My, my, my. (FYI, I write in other genres, too. But they're not nearly as fun)","https://t.co/BawAiwliRO",FALSE,625,653,29,12987,6846,2009-06-03 11:17:21,FALSE,"https://t.co/BawAiwliRO","http://www.laverybrown.com","en","https://pbs.twimg.com/profile_banners/44338830/1497246488","http://abs.twimg.com/images/themes/theme8/bg.gif","http://pbs.twimg.com/profile_images/885713869515051009/39Li-B4M_normal.jpg"
"x17393790","Everyday Health","EverydayHealth","United States","Everyday Health is here to help you take better care of yourself & your family through powerful weight-loss tools, expert advice & health news and information.","http://t.co/xuVHGqnRg9",FALSE,536334,4654,5321,114189,8425,2008-11-14 19:35:49,TRUE,"http://t.co/xuVHGqnRg9","http://www.everydayhealth.com/","en","https://pbs.twimg.com/profile_banners/17393790/1520607381","http://pbs.twimg.com/profile_background_images/460871408059297793/3Cd_mtr7.jpeg","http://pbs.twimg.com/profile_images/971859455066374144/ukJp1vOk_normal.jpg"
